"Data Source";"World Development Indicators";

"Last Updated Date";"2017-04-27";

"Country Name";"Country Code";"Indicator Name";"Indicator Code";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";
"Aruba";"ABW";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88,9610443115234";"89,2513427734375";"89,5411911010742";"89,8283386230469";"90,1100692749023";"90,3836898803711";"90,6464767456055";"90,8957443237305";"91,1287689208984";"91,3439559936523";"91,6603980031457";"91,7331085205078";"91,9148635864258";"92,0932769775391";"92,2722473144531";"92,4556655883789";"92,6474304199219";"92,8505096435547";"93,0640869140625";"93,2864151000977";"93,3562921509542";"93,7503128051758";"93,9883880615234";"94,2282104492188";"94,4683227539063";"";"";
"Afghanistan";"AFG";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,016870928928256";"0,163712739944458";"1,006098985672";"3,46720504760742";"7,20917892456055";"13,9691715240479";"23";"27,5064105987549";"34,2905120849609";"42,4";"47,8884658813477";"42,7";"61,5144195556641";"69,1";"75,1543731689453";"89,5";"";"";
"Angola";"AGO";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"47,8336296081543";"47,261116027832";"46,6881484985352";"46,1124801635742";"45,5313949584961";"44,942195892334";"44,3421745300293";"43,7286224365234";"43,0988349914551";"42,4512062072754";"41,7885398864746";"41,1147270202637";"40,4336700439453";"39,749267578125";"39,0654182434082";"38,3860244750977";"37,7149772644043";"37,5";"36,4059982299805";"35,7655067443848";"35,1320190429688";"34,6";"33,879035949707";"33,256046295166";"32";"";"";
"Albania";"ALB";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Andorra";"AND";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Arab World";"ARB";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"76,063544093003";"76,4498771112174";"74,3198549729289";"75,0688594547862";"75,498846648451";"76,2232398095331";"76,9374417565658";"77,307660836803";"78,1481007695879";"78,7172623146172";"79,4011373032315";"79,9382039384472";"80,4009155714082";"81,1391136678939";"82,8523146611344";"83,5678732740004";"84,0010929452669";"84,5941689573502";"85,232078995394";"84,7937562769268";"86,1382416336144";"86,5802261585158";"87,0468932679743";"87,8218335584367";"88,2991074079488";"";"";
"United Arab Emirates";"ARE";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"";"";
"Argentina";"ARG";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"90,7590866088867";"91,2247314453125";"91,6899185180664";"92,1524047851563";"92,6094818115234";"93,0584335327148";"93,4965667724609";"93,9211730957031";"94,3295440673828";"94,7200698852539";"95,0955581665039";"95,5110634674458";"95,817008972168";"96,1707611083984";"96,5250701904297";"96,8838272094727";"97,2509384155273";"97,6293563842773";"98,0248184204102";"98,4211883544922";"98,82";"99,2201919555664";"99,5730590820313";"99,83154296875";"100";"";"";
"Armenia";"ARM";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"97,251823425293";"97,4521865844727";"97,6521072387695";"97,8493194580078";"98,0350341796875";"98,2166900634766";"98,3875350952148";"98,5450592041016";"98,6874313354492";"98,8143081665039";"98,9";"100";"98";"99,2153549194336";"99,3073043823242";"99,8";"99,5071563720703";"99,619987487793";"99,7395172119141";"99,8528900146484";"99,8";"99,9835433959961";"99,9979400634766";"100";"100";"";"";
"American Samoa";"ASM";"Access to electricity (% of population)";"EG,ELC,ACCS,ZS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
